"Data Source","World Development Indicators",

"Last Updated Date","2016-12-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6890850","7011318","7113345","7182923","7307602","7388046","7492731","7680069","7827513","7981268","8166941","8323099","8469836","8511355","8572171","8601830","8666509","8824746","8950435","9034274","8869037","8891504","8998065","8998325","9019299","","",
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169322","2144578","2144521","2143460","2165607","2197231","2257336","2308311","2347194","2357177","2374610","2383549","2405248","2396373","2410077","2426167","2455168","2516154","2591063","2593895","2608240","2634789","2680297","2695091","2727176","","",
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9175816","9429550","9722089","10034787","10356659","10678886","10960421","11249401","11533119","11814535","12027023","12229960","12436936","12620880","12797074","12984591","13200516","13402860","13599324","13837973","14099377","14433982","14816575","15201036","15584793","","",
"Nauru","NRU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1627964","1702355","1710298","1727736","1773784","1818000","1869517","1888477","1894915","1910502","1931194","1969565","2031221","2071380","2124923","2182164","2235240","2269128","2294420","2316459","2341343","2369176","2376619","2397653","2433510","","",
"OECD members","OED","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","499306682","506384160","510900742","513605725","519755578","524377551","530378809","537067610","542277559","547116281","551234761","554823071","559440517","563081862","569299266","576093313","583153689","589229574","596554177","599318017","603961861","606726030","612749007","617737998","621428889","","",
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547681","594458","648399","704714","754759","790021","800592","796817","786466","779560","776878","784642","808456","841780","877799","914441","967400","1017289","1075457","1165384","1293957","1489259","1730439","1985254","2215647","","",
"Other small states","OSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6937640","7086689","7214984","7344867","7467587","7594605","7728735","7872043","8053292","8231259","8448875","8684678","8870106","9111100","9350197","9647905","10058992","10495067","10945171","11345792","11731763","12041554","12325117","12606418","12879765","","",
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31032083","31772312","32631464","33142287","34350299","34555205","35936178","37511518","38543207","40030190","41531144","42608535","43853933","45607246","47493231","49870601","52318024","53361514","54672352","56648225","58604183","60158367","61816228","63649201","65361409","","",
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","938026","959710","1005344","1049138","1085176","1134371","1166526","1196483","1251890","1272944","1306762","1339414","1373864","1413897","1458752","1496661","1512168","1557150","1629491","1669100","1689814","1724768","1761503","1799354","1837203","","",
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8280672","8293153","8732499","9161838","9599306","10100664","10646713","11183626","11581624","12036471","11942303","12718852","12594472","12475109","12677537","12881693","13418424","14581053","15025235","15457246","15769261","16076397","16360892","16665986","16973529","","",
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23927645","24602447","25498827","26070227","26808270","28016424","28738248","29410926","30405603","31106129","31250838","33376828","33622705","34721368","35246110","35111001","35519494","36089496","37335990","38535655","39964280","41135195","42027727","42923364","43807158","","",
"Palau","PLW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1739145","1785502","1820130","1850857","1903420","1974802","2022401","2098445","2177177","2242128","2320640","2387530","2457063","2525431","2595679","2667939","2739680","2808496","2875101","2952874","3026382","3103624","3189582","3279125","3365826","","",
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18046230","17911085","17785842","17739781","17558162","17357530","17289811","17279385","17342552","17179890","17254213","17384149","17210618","17233266","17307869","17469248","17353731","17347950","17595588","17875167","18084506","18158612","18296625","18294714","18280161","","",
"Pre-demographic dividend","PRE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148527015","152868951","157703852","162904069","168251964","173646971","178397380","183212654","188246573","193633751","199250946","204667039","210573177","216544727","222796576","229700167","236779217","244090693","251897730","260032383","268532485","276897659","285636680","294838827","304421081","","",
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1151519","1187180","1198407","1254478","1258744","1266004","1309716","1353016","1367634","1378753","1354447","1377019","1398210","1418498","1420925","1454311","1445099","1409870","1375135","1379866","1299338","1254386","1235594","1232245","1225637","","",
"Korea, Dem. People�s Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12126410","12391785","12577584","12696106","12832860","12983280","13102582","13250256","13418333","13567495","13686638","13828769","13942214","14047772","14137819","14251778","14352766","14443424","14555951","14719285","14816732","14954277","15095251","15206438","15335855","","",
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4762819","4852534","4715169","4728055","4786615","4790504","4870752","4981831","5097547","5156017","5261619","5363872","5437183","5463030","5463203","5515540","5550370","5581723","5588404","5551300","5567459","5516128","5487410","5397236","5379280","","",
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1792239","1850107","1906998","1965867","2027156","2093908","2100840","2100419","2101477","2184044","2260227","2336309","2409680","2485218","2560219","2636858","2709268","2780756","2838064","2941735","2921183","2985959","3059849","3131976","3202754","","",
"Pacific island small states","PSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522431","535516","548921","563376","578013","593099","605589","614145","622455","630015","637344","648964","659807","670224","680620","690737","697681","705304","714945","725612","737514","746903","758797","771222","783122","","",
"Post-demographic dividend","PST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467968965","473448035","476375735","478491477","482370640","485685621","490195119","494573660","497839701","501500918","505050174","507385119","510745186","513734826","517857919","523152982","528221190","532639052","537517135","538770198","539862657","540727076","543505066","546728742","548631497","","",
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78072","79128","80413","81804","83130","84539","86463","88609","90803","93007","95214","97249","99420","101255","102942","104439","106141","107718","109903","111987","113845","116442","118172","119547","121038","","",
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273142","281676","285868","289274","291632","294404","297100","300918","309708","320717","331901","347878","362676","388457","433176","512343","652449","823029","1003053","1174339","1319560","1419190","1495407","1550928","1593886","","",
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10438056","10490031","10528992","10745515","11009943","11299934","11661402","12016388","11867471","11898155","11866377","11503267","10354317","10257944","10164278","9861751","10015872","9876174","9667410","9556411","9559879","9444316","9510290","9520842","9529932","","",
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76829001","75915144","74922756","72770722","70402787","70572434","69791057","68398582","67673092","72398098","72750274","71406529","72407963","73920206","74771015","75358577","75580158","76692069","77073504","76932095","76594138","76965903","76895191","76886470","76754167","","",
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3245512","3173866","3060521","2948947","2885019","2899789","2993756","3172567","3386455","3594251","3771142","3916753","4048964","4172742","4288235","4410595","4546929","4687442","4819548","4959132","5106277","5240019","5379006","5537420","5694092","","",
"South Asia","SAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425617408","436083216","446715047","457326531","468353268","477492762","488308207","498955978","509772638","520430215","531238492","546548437","561700552","577573837","593629424","611199795","617075102","620492728","624052614","628855414","632567518","640212492","647011415","661121928","674393119","","",
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5119391","5269783","5445717","5575989","5706696","5817428","5963572","6059375","6132928","6214839","6519853","6738275","7084085","7500108","7930118","8330240","8733770","9091110","9400120","9684504","10066144","10446154","10853309","11750920","12134929","","",
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5740338","5912875","6108248","6297071","6682549","7034170","7308080","7536888","7757386","7996501","8232222","8489352","8742674","9024829","9302710","9593058","9896821","10201652","10520681","10846494","11175506","11479452","11806272","12119685","12474754","","",
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000125","3099644","3211147","3323890","3443507","3559525","3660404","3762421","3862587","3968347","4092071","4213183","4347798","4483596","4630827","4776363","4921476","5073814","5233032","5398218","5569017","5750213","5935546","6118166","6316988","","",
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1553141","1606731","1654547","1679607","1732429","1761990","1863277","1904726","1965672","2009325","2068859","2121618","2125094","2105310","2142249","2238330","2357284","2478056","2640951","2735512","2819921","2905683","3017714","3066574","3110343","","",
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110905","114697","118942","123390","128141","132966","137664","142697","147850","153129","158295","163245","168200","173186","178257","183180","187997","192820","197641","202177","207100","212088","217070","222618","227975","","",
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417059","1412949","1404621","1390269","1377515","1369867","1365691","1370885","1385643","1410330","1452180","1510352","1586046","1671550","1798390","1883756","1952952","2014563","2072196","2130966","2190882","2248584","2310655","2372864","2440884","","",
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1915914","1958743","2001328","2072841","2139509","2144679","2123695","2145524","2237676","2245315","2248088","2251584","2254104","2332989","2304621","2350349","2406651","2450358","2502195","2546699","2596413","2631151","2671392","2711630","2749893","","",
"San Marino","SMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1958426","1948188","1933807","1925191","1922953","1934226","1964091","2011414","2069936","2133025","2196600","2250521","2307973","2368040","2425235","2487887","2550399","2612136","2675150","2737913","2811652","2880640","2958403","3043455","3132863","","",
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3209344","3247001","3265224","3292256","3311810","3274473","3277873","3275565","3271895","3261765","3259948","3265073","3277003","3287686","3297436","3302801","3306945","3320020","3305843","3200754","3131657","3126918","3130842","3128463","3132558","","",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189778463","195270358","201287964","207581358","214204497","220987472","227077693","233450318","240105546","247143057","255019610","262249218","269675027","276773403","284052590","292934221","301700558","310400348","320256348","329546690","339402211","349638623","360557559","371880488","383772769","","",
"South Sudan","SSD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189778463","195270358","201287964","207581358","214204497","220987472","227077693","233450318","240105546","247143057","255019610","262249218","269675027","276773403","284052590","292934221","301700558","310400348","320256348","329546690","339402211","349638623","360557559","371880488","383772769","","",
"Small states","SST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9926727","10098107","10282064","10461711","10640617","10805560","10981620","11151169","11355718","11566437","11815311","12093210","12316081","12605115","12896958","13258414","13718161","14203667","14708938","15117612","15538055","15893717","16235469","16569934","16891393","","",
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33145","33877","35114","36492","37682","38658","39563","40066","40556","41126","42083","43206","44703","46405","48106","49747","51380","53012","54650","56319","58041","59859","61672","63528","65384","","",
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155790","152799","149449","143686","146410","146505","150666","154727","157957","161044","164171","168140","171735","175022","178511","182036","185445","189308","193348","197592","201619","204846","207792","210790","213762","","",
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2578136","2628864","2570647","2518845","2454397","2480935","2517431","2516603","2535951","2571740","2596958","2635891","2637174","2666667","2674415","2659670","2650266","2649345","2689167","2683011","2696467","2702467","2732113","2736154","2738420","","",
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848990","852137","852880","853490","945661","960055","943313","961009","980671","966612","961207","970599","974881","964768","1012007","1018263","1025316","1040557","1036705","1045357","1045524","1024519","1019501","1017237","1012624","","",
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4684907","4677600","4594339","4502672","4474441","4512602","4523189","4464264","4438636","4472464","4551999","4590228","4615122","4630986","4635884","4750423","4795596","4852045","4907721","4924659","4972087","5041402","5087955","5118452","5146596","","",
"Swaziland","SWZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250790","257812","264784","271212","278100","285854","294550","303508","312922","322861","331761","338052","343925","349295","354842","361107","370214","379771","390763","401994","413019","424347","434933","446102","457000","","",
"Sint Maarten (Dutch part)","SXM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3298048","3470797","3654333","3848333","4058940","4277647","4407957","4542981","4674965","4805126","4913893","4983217","5062115","5146560","5168182","5213343","5333519","5523026","5708422","5670710","5803416","5706521","5545268","5342834","5171715","","",
"Turks and Caicos Islands","TCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2263429","2315729","2374911","2462097","2534511","2616059","2690107","2771587","2864469","2960983","3069220","3172182","3289503","3414802","3540977","3676700","3803369","3929996","4068784","4216207","4373398","4529028","4696288","4873888","5060290","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","837827965","849620830","863424885","878840895","892917550","908510165","926054239","938943280","951460806","967652055","982291966","994875398","1005873532","1018539850","1030182521","1040878279","1049787152","1059919909","1069165035","1078126283","1084186547","1098753858","1109557327","1120300739","1129889180","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198206623","197644249","196870925","194107817","193094402","193273374","192962628","191785150","191417083","196438581","196029429","195139530","195511752","197037193","198311148","200002740","201242551","203287581","205139066","206766066","208325564","210465820","211780792","213105703","214202751","","",
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1535335","1581257","1631167","1681338","1734414","1793250","1854047","1918502","1989143","2060751","2135436","2210302","2288339","2369348","2449910","2535730","2618425","2697823","2779884","2864418","2951585","3039439","3127208","3222638","3318091","","",
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32183475","32131961","31941082","31642226","31277320","31952257","32715147","33465643","33647556","33764736","34697876","35491365","36026742","36470595","37157460","37631588","37774335","38598937","38894304","38902406","39016537","39309398","39618043","39873480","40055849","","",
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1991617","2022993","2057544","2088928","2123116","2154541","2187695","2221867","2254991","2296456","2349255","2418005","2495514","2585181","2680451","2777476","2877919","2983441","3082552","3182605","3289719","3383891","3479942","3577727","3676342","","",
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1314486","1353412","1397201","1441293","1480675","1521439","1559139","1593970","1639664","1688483","1734672","1780622","1821918","1855322","1894046","1933784","1972760","2019278","2069424","2116965","2162347","2214999","2261732","2304705","2348403","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166733269","173110109","180370814","185191659","190470068","196218691","199510914","206840982","212257153","218172062","222201122","227633878","233541572","237921101","245078853","250822924","255843149","260801913","266740148","271869881","278207767","282799243","289060680","294044773","299000393","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59898265","60968552","62460165","64591473","66941815","68751916","70685436","72898273","75111150","78253357","80476947","82508828","84947178","88487247","91993621","95280443","96362995","98774854","99887916","102161814","104673457","107094257","109362672","111560954","113865676","","",
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274312","281933","288428","293402","295866","295667","285271","272680","262434","250125","238416","250134","249843","251949","253088","249888","250618","250320","248737","246003","241792","252700","256473","259814","264426","","",
"Tonga","TON","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32119","32786","33321","33946","34618","35094","35352","35733","36198","36607","37015","37776","38427","39096","39515","39992","40391","40778","41143","41437","41761","41909","42056","42227","42390","","",
"South Asia (IDA & IBRD)","TSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","425617408","436083216","446715047","457326531","468353268","477492762","488308207","498955978","509772638","520430215","531238492","546548437","561700552","577573837","593629424","611199795","617075102","620492728","624052614","628855414","632567518","640212492","647011415","661121928","674393119","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189778463","195270358","201287964","207581358","214204497","220987472","227077693","233450318","240105546","247143057","255019610","262249218","269675027","276773403","284052590","292934221","301700558","310400348","320256348","329546690","339402211","349638623","360557559","371880488","383772769","","",
"Trinidad and Tobago","TTO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464207","454841","475809","492587","508539","523164","538474","549277","559740","568352","577538","587005","597149","616728","636000","655817","661121","663718","668717","664723","671730","676351","680713","684848","686710","","",
"Tunisia","TUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2489168","2560133","2638875","2694169","2788020","2876980","2962029","3039382","3096603","3157103","3210844","3254612","3306329","3355092","3401544","3444934","3522672","3596791","3669776","3741635","3808591","3876613","3932100","3978063","4023313","","",
"Turkey","TUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19550535","19916079","20062572","19122311","20555827","20836339","21183492","21157809","21695554","22151329","21379587","21735787","22057143","21909816","21869962","22329132","22634826","23016698","23705831","24695170","25644596","26700461","27214660","27797247","28360682","","",
"Tuvalu","TUV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12246765","12655420","13101256","13570864","14032910","14509853","14920077","15316781","15739566","16176723","16612517","17069427","17593338","18113822","18641947","19206231","19793385","20390770","21029052","21713828","22387576","23068324","23790131","24506127","25284702","","",
"Uganda","UGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7415538","7629912","7852873","8084632","8316309","8569228","8786434","9019543","9280550","9547255","9843308","10139866","10467606","10708529","10936064","11147849","11502253","11881026","12296302","12712808","13161304","13615797","14091059","14588629","15111603","","",
"Ukraine","UKR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25676941","25600778","25580830","25546684","25390527","25104115","24857147","24545394","24297332","24001500","23685095","23364150","23320573","23182185","23157861","23318887","23286231","23239754","23182826","23140809","23147523","23119148","23103780","23134525","23089480","","",
"Upper middle income","UMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1009968404","1024935127","1042239617","1055585267","1070468190","1087663430","1104299613","1122196936","1136723974","1157575477","1173797135","1187127409","1202708155","1217594257","1234187099","1249944794","1261450020","1274366880","1285962740","1296771883","1305791182","1322715189","1337518568","1351295251","1363629398","","",
"Uruguay","URY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1392054","1409012","1449253","1446071","1487550","1523494","1539251","1551950","1565858","1578099","1585971","1624566","1602544","1579292","1584590","1591891","1632342","1654871","1676543","1701347","1710232","1723677","1737066","1750387","1763727","","",
"United States","USA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128187674","128775875","131047302","132506408","134973525","136898357","138936079","141406624","143515140","145427290","147304598","148424613","149157182","149776167","150794965","152846134","154681870","155925413","157733269","157982313","157632512","157979096","159324840","159815818","161074378","","",
"Uzbekistan","UZB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7199315","7359955","7505657","7687308","7858765","8031395","8273040","8537686","8795146","9012110","9279023","9532750","9813897","10083614","10352158","10630709","10927659","11234795","11551311","11869344","12319568","12751469","13033823","13303330","13606265","","",
"St. Vincent and the Grenadines","VCT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41492","42405","43031","43876","44703","45377","46078","46412","46879","47405","48077","48793","49527","50269","50920","51616","52015","52443","52920","53407","53907","54196","54512","54758","54985","","",
"Venezuela, RB","VEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7287604","7636377","7758791","7764882","8147524","8709419","9182532","9621197","10025720","10382946","10577730","11183997","11730311","11877354","12035260","12165848","12279688","12442811","12775033","13027018","13234300","13495618","13773956","14050186","14304546","","",
"British Virgin Islands","VGB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47831","49119","49951","50466","50814","51163","51051","51237","51676","52121","51830","52447","53022","53541","53910","54310","54417","54474","54413","54189","53947","53345","52724","52161","51495","","",
"Vietnam","VNM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32743057","33464874","34176781","34899080","35621544","36414769","37221647","38140684","39193733","40319924","41276906","42400124","43333746","44284457","45286655","46273829","47128870","48034707","49006638","49972476","50890813","51771308","52655111","53473823","54206654","","",
"Vanuatu","VUT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68767","70531","72369","74207","75956","77571","78827","79956","81024","82137","83387","85037","86923","88942","91072","92987","95364","97479","99147","100903","103683","106222","109389","112614","115716","","",
"West Bank and Gaza","PSE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396902","416957","432528","451065","470556","492413","514738","537782","550521","558342","582352","614301","623350","663150","707600","738834","774226","817289","867290","871126","892916","930313","971548","1013786","1056569","","",
"World","WLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2337633508","2378891102","2420163832","2459418995","2502389407","2546636617","2591503001","2635106416","2676605270","2729213687","2773182787","2818337147","2865019434","2914349189","2966481380","3020891986","3058384948","3096121894","3134222897","3169268238","3201851469","3245759718","3288561934","3338077198","3384193532","","",
"Samoa","WSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57208","58162","58173","58126","57914","57723","57747","57635","57291","56730","56102","55928","55529","55069","54389","53716","52988","52116","51220","50192","49146","47830","48475","49184","49879","","",
"Yemen, Rep.","YEM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2525647","2697749","2882456","3087962","3301116","3501118","3650640","3803421","3952358","4107006","4269847","4441133","4633668","4823794","5038354","5258771","5483708","5738045","5992866","6264139","6521273","6782891","7061653","7343186","7628379","","",
"South Africa","ZAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11499668","11887848","12344636","12801881","13277801","13793191","14250510","14735967","15207108","15734839","16278264","16747634","16976794","16791386","16498484","17254992","17840717","17875719","18494886","18182660","17987569","18315621","18883401","19420481","20001038","","",
"Congo, Dem. Rep.","COD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13525463","14046487","14605373","15215182","15783460","16314022","16739398","17170047","17583422","18030297","18553031","19064566","19636211","20232360","20870952","21575529","22224713","22960776","23711102","24529457","25379245","26217622","27095253","28014937","29023417","","",
